,name,rating,reviews,type,hq,old,employees
8971,SPM INDIA,3.4,29 Reviews,Private,Bengaluru + 3 more,201-500 employees,
8972,ION Trading,2.6,29 Reviews,Private,Dublin + 2 more,22 years old,1001-5000 employees
8973,Itech Solutions,4.0,29 Reviews,Private,Farmington + 5 more,25 years old,51-200 employees
8974,Ample Softech System,3.7,29 Reviews,Private,Pune,51-200 employees,
8975,Crystal Solutions,3.7,29 Reviews,Private,Mumbai + 5 more,51-200 employees,
8976,Edenred,3.8,29 Reviews,Malakoff + 5 more,,,
8977,Navneet Publications (In...,4.4,29 Reviews,Private,India + 12 more,,
8978,JCBL,3.8,29 Reviews,Mohali + 6 more,,,
8979,"Zilla Parishad, Jalgaon",4.0,29 Reviews,Kolkata + 11 more,,,
8980,Avenues India,3.6,29 Reviews,Private,Mumbai,201-500 employees,
8981,Adaequare,2.9,29 Reviews,Private,Hyderabad,15 years old,201-500 employees
8982,Harbinger Group,4.2,29 Reviews,Private,Pune,30 years old,501-1000 employees
8983,Usha Fire Safety Equipme...,3.4,29 Reviews,Mumbai + 8 more,,,
8984,Xebia IT Architects,2.9,29 Reviews,Private,Hilversum + 2 more,501-1000 employees,
8985,Uber Projects,4.3,29 Reviews,Guwahati + 10 more,,,
8986,RNA Corp,3.5,29 Reviews,Private,Blue Island,37 years old,51-200 employees
8987,PKF Sridhar & Santhanam,3.5,29 Reviews,Chennai + 4 more,,,
8988,iTech India,3.5,29 Reviews,Mumbai + 6 more,,,
8989,Pall Corporation,4.0,29 Reviews,Private,Port Washington + 7 more,10000+ employees,
8990,Miranda Tools,4.0,29 Reviews,Private,Mumbai + 4 more,,
8991,Regenerative Medical Ser...,3.0,29 Reviews,Private,Mumbai + 10 more,51-200 employees,
8992,Oriental Cuisines,3.6,29 Reviews,Kolkata + 1 more,,,
8993,Centre For Monitoring In...,3.1,29 Reviews,Private,Mumbai + 3 more,,
8994,AXA Technologies Shared ...,4.2,29 Reviews,Private,Pune + 1 more,501-1000 employees,
8995,Brahmaputra Infrastructu...,4.0,29 Reviews,Public,Pune + 7 more,,
8996,Snowcem Paints,3.4,29 Reviews,Private,Jodhpur + 10 more,1-50 employees,
8997,Insta Exhibition,3.4,29 Reviews,Mumbai + 4 more,,,
8998,StraVis IT Solutions,4.0,29 Reviews,Private,Hyderabad,201-500 employees,
8999,Netsoft Consulting Servi...,3.6,29 Reviews,Private,New Delhi + 6 more,201-500 employees,
9000,Hotel Ramada,4.0,29 Reviews,Kanpur + 10 more,,,
9001,Kamat Hotels India,4.1,29 Reviews,Public,Mumbai + 5 more,,
9002,Karvy Private Wealth,3.2,29 Reviews,Private,Mumbai + 9 more,201-500 employees,
9003,Elgi Ultra Industries,4.1,29 Reviews,Hyderabad + 6 more,,,
9004,Prasad Group,4.3,29 Reviews,Mumbai + 5 more,,,
9005,Tele Access E-services,3.3,29 Reviews,Navi Mumbai,,,
9006,Apalya Technologies,3.9,29 Reviews,Hyderabad,,,
9007,Ark Cyber Solutions,4.5,29 Reviews,Private,Hyderabad,10 years old,
9008,Ravi,4.4,29 Reviews,Private,Delhi + 10 more,1-50 employees,
9009,SurePrep,3.5,29 Reviews,Private,Newport,18 years old,51-200 employees
9010,Sidmak Laboratories (Ind...,3.8,29 Reviews,Private,Valsad + 3 more,51-200 employees,
9011,Citizen Co-operative Ban...,3.6,29 Reviews,Mumbai + 10 more,,,
9012,Epicor Software Corporat...,2.9,29 Reviews,Private,Austin,36 years old,1001-5000 employees
9013,Amtech Electronics,3.5,29 Reviews,Private,New Delhi + 3 more,33 years old,201-500 employees
9014,Mayfair Housing,4.1,29 Reviews,Private,Mumbai + 1 more,501-1000 employees,
9015,Forbes Facility Services,3.9,29 Reviews,Mumbai + 6 more,,,
9016,Atlanta (Mumbai),2.8,29 Reviews,Public,Mumbai + 3 more,5001-10000 employees,
9017,Sanjay,4.1,29 Reviews,Mumbai + 15 more,,,
9018,Luxor International,4.2,29 Reviews,Private,Noida + 1 more,501-1000 employees,
9019,Daimler Financial Servic...,3.8,29 Reviews,Pune + 9 more,,,
9020,Concept Hospitality,3.4,29 Reviews,Private,Mumbai + 8 more,1001-5000 employees,
9021,Aon Consulting,3.5,29 Reviews,Private,Mumbai + 2 more,,
9022,Phoenix Group India,4.1,29 Reviews,Private,Hyderabad + 3 more,1-50 employees,
9023,M & M,4.0,29 Reviews,Mumbai + 10 more,,,
9024,MIPL,3.7,29 Reviews,Chatsworth + 10 more,201-500 employees,,
9025,Kintetsu World Express,4.2,29 Reviews,Private,Tokyo + 12 more,5001-10000 employees,
9026,DAV College,3.9,29 Reviews,Lucknow + 12 more,,,
9027,China Gate Restaurants,4.1,29 Reviews,Private,Mumbai,201-500 employees,
9028,Konstelec Engineers,4.2,29 Reviews,Private,Mumbai + 3 more,1-50 employees,
9029,Ultratech India,3.7,29 Reviews,Private,Mumbai + 13 more,201-500 employees,
9030,Machine Tools India,3.7,29 Reviews,Private,Greenville + 8 more,1-50 employees,
9031,Calyx Chemicals & Pharma...,4.3,29 Reviews,Kalyan-Dombivali + 4 more,,,
9032,Grey Matter India,3.0,29 Reviews,Private,Mumbai + 11 more,201-500 employees,
9033,Transworld Group of Comp...,4.1,29 Reviews,Dubai + 7 more,,,
9034,Johnson Electric,3.9,29 Reviews,Private,Tai Po,61 years old,10000+ employees
9035,Merit Group,3.6,29 Reviews,Private,London,16 years old,501-1000 employees
9036,G4 Solutions,3.9,29 Reviews,Mumbai + 9 more,,,
9037,Bristol-Myers Squibb,4.2,29 Reviews,Private,New York + 9 more,162 years old,10000+ employees
9038,AK Enterprises,4.1,29 Reviews,Pune + 12 more,,,
9039,Algoworks Technologies,4.2,29 Reviews,Private,New Delhi,51-200 employees,
9040,RSP Design Consultants,4.0,29 Reviews,Private,Bangalore + 4 more,,
9041,Worldline india,3.8,29 Reviews,Kolkata + 4 more,,,
9042,More Supermarket,4.2,29 Reviews,Bengaluru + 6 more,,,
9043,Eltek Sgs,3.5,29 Reviews,Hyderabad + 3 more,,,
9044,World Class Services,3.5,29 Reviews,Private,Mumbai + 11 more,,
9045,Run Service Infocare,3.9,29 Reviews,Hyderabad + 5 more,,,
9046,Unitech Power Transmissi...,3.4,29 Reviews,Lucknow + 5 more,,,
9047,Webguru Infosystems,3.9,29 Reviews,Private,Kolkata,15 years old,51-200 employees
9048,Harrisons Malayalam,4.1,29 Reviews,Public,Kochi + 3 more,,
9049,CIMS,4.0,29 Reviews,Mumbai + 9 more,,,
9050,Stone India,3.2,29 Reviews,Public,Kolkata + 3 more,89 years old,501-1000 employees
9051,Triton Valves,4.0,29 Reviews,Public,Bengaluru + 1 more,,
9052,Panchsheel Buildtech,3.8,29 Reviews,Noida + 2 more,,,
9053,Wrangler,4.3,29 Reviews,Hyderabad + 14 more,,,
9054,Mitashi Edutainment,3.7,29 Reviews,Private,Mumbai + 10 more,51-200 employees,
9055,Ayurwin Pharma,3.3,29 Reviews,Bengaluru + 7 more,,,
9056,Jagati Publications,3.8,29 Reviews,Private,Nellore + 7 more,501-1000 employees,
9057,Indication Instruments,4.2,29 Reviews,New Delhi,,,
9058,Tayo Rolls,3.6,29 Reviews,Public,Jamshedpur,501-1000 employees,
9059,Talent Anywhere,2.5,29 Reviews,Private,San + 2 more,14 years old,201-500 employees
9060,Bharti Hospital,3.5,29 Reviews,Varanasi + 6 more,,,
9061,Open Access Technology I...,3.3,29 Reviews,Private,Minneapolis,201-500 employees,
9062,Narnolia Securities,3.8,29 Reviews,Private,Ranchi + 7 more,,
9063,Orris Infrastructure,3.6,29 Reviews,New Delhi + 1 more,,,
9064,IWL,3.8,29 Reviews,Private,Chennai + 3 more,51-200 employees,
9065,MIET Meerut,3.7,29 Reviews,Meerut + 3 more,,,
9066,News Nation,4.2,29 Reviews,Private,Noida + 2 more,201-500 employees,
9067,Renishaw Metrology Syste...,3.9,29 Reviews,Private,New Delhi,1001-5000 employees,
9068,Alliance Infrastructure ...,4.4,29 Reviews,Private,Delhi + 1 more,,
9069,ACS Group,3.8,29 Reviews,New Berlin + 5 more,,,
9070,Danone Foods Beverages,4.1,29 Reviews,Hyderabad + 6 more,,,
9071,Akash Enterprises,3.3,29 Reviews,Pune + 3 more,,,
9072,Belmaks,4.0,29 Reviews,Private,Delhi + 1 more,,
9073,DKM Online,4.5,29 Reviews,Delhi NCR + 3 more,,,
9074,Nims Hospital,4.1,29 Reviews,Hyderabad + 5 more,,,
9075,Sabs Exports,3.9,29 Reviews,New Delhi + 2 more,,,
9076,PathPartner Technology,4.2,29 Reviews,Private,Bangalore,14 years old,201-500 employees
9077,CohnReznick,3.5,29 Reviews,Private,New York + 1 more,101 years old,1001-5000 employees
9078,New Saraswati House,4.1,29 Reviews,New Delhi + 10 more,,,
9079,Tricolite Electrical Ind...,4.2,29 Reviews,Noida + 3 more,,,
9080,Sietz Technologies,4.2,29 Reviews,"Faridabad,Haryana",,,
9081,AIETS,3.3,29 Reviews,Private,New Delhi + 4 more,18 years old,201-500 employees
9082,Creative Engineers,3.8,29 Reviews,Private,Gurgaon + 9 more,1-50 employees,
9083,YMCA,4.2,29 Reviews,Chicago + 6 more,,,
9084,Pacifica Companies,4.3,29 Reviews,San Diego + 2 more,,,
9085,Gujarat Industries Power...,4.7,29 Reviews,Surat,,,
9086,Ahuja Radios,4.2,29 Reviews,Private,New Delhi + 4 more,10000+ employees,
9087,The Velammal Internation...,3.8,29 Reviews,Ponneri + 2 more,,,
9088,Atyati Technologies,4.4,29 Reviews,Bangalore + 6 more,14 years old,,
9089,Pepperl+Fuchs,3.9,29 Reviews,Private,Gurugram + 5 more,21 years old,201-500 employees
9090,New Horizon College of E...,3.5,29 Reviews,Bengaluru,,,
9091,Spl Infrastructure,4.2,29 Reviews,Private,Delhi + 1 more,,
9092,Radius Developers,4.3,29 Reviews,Mumbai,,,
9093,Mbit Wireless,3.5,29 Reviews,Newport,,,
9094,National Remote Sensing ...,4.6,29 Reviews,Private,Hyderabad,46 years old,201-500 employees
9095,Mantri Metallics,3.8,29 Reviews,Rudrapur,,,
9096,Sac Engine Components,3.9,29 Reviews,Thiruvallur + 1 more,,,
9097,Divya And Co,3.7,29 Reviews,Private,Kerala + 14 more,,
9098,Sofitel Luxury Hotel,4.4,29 Reviews,Mumbai,,,
9099,Finearc Systems,4.0,29 Reviews,Pune,,,
9100,Acebright Pharma,3.2,29 Reviews,Mumbai + 1 more,,,
9101,Guala Closures,3.6,29 Reviews,Kheda + 4 more,,,
9102,Hush Puppies ( Bata Indi...,3.5,29 Reviews,Private,Bangalore + 11 more,2 years old,
9103,Grassroots BPO,3.4,29 Reviews,Private,Bangalore,51-200 employees,
9104,Ind Innovations,3.8,29 Reviews,Chennai + 8 more,,,
9105,Globe Ecologistics,3.4,29 Reviews,Guntur + 2 more,,,
9106,Nouveau Technologies,4.0,29 Reviews,Bengaluru,,,
9107,Glatt Systems,4.3,29 Reviews,Private,Pune,1001-5000 employees,
9108,Xentrix Studios,3.3,29 Reviews,Private,Bangalore,10 years old,501-1000 employees
9109,KOHINOOR TELEVIDEO,3.6,29 Reviews,Pune + 1 more,,,
9110,Ruloans Distribution Ser...,3.7,29 Reviews,Hyderabad + 11 more,,,
9111,Oremus Corporate Service...,3.8,29 Reviews,Private,HyderÄbÄd,1-50 employees,
9112,Kanodia Technoplast,3.9,29 Reviews,Noida + 4 more,,,
9113,Smc Infrastructure,4.1,29 Reviews,New Delhi + 6 more,,,
9114,Prakash Retail,4.1,29 Reviews,Hubballi-Dharwad + 4 more,,,
9115,Knack BPO,3.9,29 Reviews,Jaipur + 1 more,119 years old,51-200 employees,
9116,Tata Group,4.2,29 Reviews,Aligarh + 6 more,,,
9117,A-1 Fence Products,3.3,29 Reviews,Private,Mumbai + 3 more,,
9118,Pramod Telecom,3.1,29 Reviews,Lucknow + 2 more,,,
9119,Komal Tex Fab,3.4,29 Reviews,Indore + 1 more,,,
9120,Ginza Industries,3.5,29 Reviews,Mumbai + 4 more,,,
9121,Pioneer Urban Land & Inf...,4.7,29 Reviews,Private,Gurgaon,201-500 employees,
9122,Vibrant,3.9,29 Reviews,Private,Kolkata + 6 more,,
9123,Cenlub Systems,3.7,29 Reviews,Bengaluru + 3 more,,,
9124,Lotus Dairy Products,4.6,29 Reviews,Haridwar,,,
9125,Responsive Industries,2.5,29 Reviews,Public,Boisar + 3 more,,
9126,NIIT Yuva Jyoti,4.3,29 Reviews,New Delhi + 11 more,,,
9127,Sewells Group,3.7,29 Reviews,Private,Melbourne + 7 more,501-1000 employees,
9128,Kun Aero Space,3.5,29 Reviews,Ambattur,,,
9129,Goldmedal Electricals,3.7,29 Reviews,Mumbai + 11 more,,,
9130,Lotus Hospital,4.5,29 Reviews,Rajkot + 6 more,,,
9131,Gokaldas Intimatewear,3.6,29 Reviews,Private,Bangalore + 6 more,201-500 employees,
9132,Dexters Logistics,3.2,29 Reviews,Ahmedabad + 8 more,,,
9133,Cabcon India,3.4,29 Reviews,Private,Kolkata + 6 more,201-500 employees,
9134,Donaldson India Filter S...,4.0,29 Reviews,New Delhi + 1 more,,,
9135,Zeiss Pharma,4.3,29 Reviews,Private,Panchkula + 4 more,6 years old,
9136,Sailfin Technologies,3.6,29 Reviews,Surat + 4 more,,,
9137,Resil Chemicals,4.1,29 Reviews,Mumbai,,,
9138,Pacific It Consulting,4.3,29 Reviews,Kolkata + 2 more,,,
9139,Sona Group,3.8,29 Reviews,Private,Gurgaon + 8 more,51-200 employees,
9140,Urbantree Infrastructure,3.9,29 Reviews,Chennai,,,
9141,Mahavir Auto Diagnostics,3.7,29 Reviews,Vijayawada + 3 more,,,
9142,Arcotech,3.1,29 Reviews,Public,New Delhi + 1 more,,
9143,Springdales School,3.6,29 Reviews,Ghaziabad + 7 more,,,
9144,Eenadu Television,4.1,29 Reviews,Private,Hyderabad + 5 more,501-1000 employees,
9145,Vergo Pharma Research La...,3.8,29 Reviews,Private,Mumbai,51-200 employees,
9146,Micro Tech Cnc,3.8,29 Reviews,Tiruchirappalli + 2 more,,,
9147,Bosch Electrical Drives,3.9,29 Reviews,Kancheepuram + 2 more,,,
9148,Madras Radiators And Pre...,3.9,29 Reviews,Private,Pollachi + 2 more,52 years old,
9149,Prayag Polymers,3.8,29 Reviews,New Delhi + 5 more,,,
9150,Drytech Processes (I),4.3,29 Reviews,Mumbai + 1 more,,,
9151,Plan International,4.1,29 Reviews,Private,Athens + 5 more,51-200 employees,
9152,Ankit Fasteners,3.8,29 Reviews,Bengaluru,,,
9153,Zenpower Technologies,3.6,29 Reviews,Private,Bangalore,8 years old,
9154,Max Speciality Films,3.8,29 Reviews,Navi Mumbai + 3 more,,,
9155,Amandeep Hospital,4.1,29 Reviews,Amritsar + 1 more,30 years old,501-1000 employees,
9156,Global Gourmet,3.8,29 Reviews,Private,Vadodara + 2 more,12 years old,51-200 employees
9157,Rossell Techsys,4.6,29 Reviews,Bengaluru,,,
9158,LEAP India,3.8,29 Reviews,Private,Mumbai + 8 more,1-50 employees,
9159,Microgen Hygiene,2.0,29 Reviews,Chennai + 7 more,,,
9160,Absolute Insurance Surve...,3.9,29 Reviews,Private,Ahmedabad + 5 more,51-200 employees,
9161,FiberHome,3.8,29 Reviews,Private,Dhaka + 3 more,10000+ employees,
9162,P R Packaging,3.5,29 Reviews,Private,Faridabad + 2 more,30 years old,
9163,Komet Precision Tools In...,4.0,29 Reviews,Private,Bengaluru + 3 more,201-500 employees,
9164,Essar Ports,4.3,29 Reviews,Salaya + 5 more,,,
9165,Getco,4.4,29 Reviews,Private,Chicago + 7 more,1-50 employees,
9166,Technocrats Institute of...,2.7,29 Reviews,Bhopal + 3 more,,,
9167,Qatar Petrochemical Comp...,4.6,29 Reviews,Chennai + 1 more,,,
9168,Diamond International,3.6,29 Reviews,Private,Gurgaon + 2 more,51-200 employees,
9169,Espirit Toyota,4.1,29 Reviews,Faridabad + 6 more,,,
9170,Vigour Mobile,3.7,29 Reviews,Amritsar + 8 more,,,
9171,Export Trading group,3.6,29 Reviews,Lusaka + 2 more,1001-5000 employees,,
9172,Copper Chimney,4.8,29 Reviews,Kolkata + 4 more,,,
9173,Clear Secured Services,3.9,29 Reviews,Kolkata + 5 more,,,
9174,Saif Bin Darwish,4.1,29 Reviews,Abu Dhabi,1001-5000 employees,,
9175,Dhan Foundation,4.3,29 Reviews,Madurai + 9 more,,,
9176,Medico Electrodes Intern...,3.5,29 Reviews,Noida,,,
9177,ANJ Turnkey Projects,3.8,29 Reviews,Mumbai + 1 more,,,
9178,Shaarc Project,3.1,29 Reviews,Vadodara + 3 more,,,
9179,Bank Alfalah,4.1,29 Reviews,Private,Lahore + 1 more,501-1000 employees,
9180,Digital india Payments,3.0,29 Reviews,Mumbai + 13 more,7 years old,,
9181,TriFid Research,3.1,29 Reviews,Private,Indore,51-200 employees,
9182,Defsys Solutions,3.3,29 Reviews,Sohna + 1 more,,,
9183,Nepa,3.3,29 Reviews,Private,Khandwa + 3 more,501-1000 employees,
9184,Utracon Structural Syste...,4.1,29 Reviews,Private,Chennai + 7 more,22 years old,1-50 employees
9185,DBM Geotechnics & Constr...,2.5,29 Reviews,Visakhapatnam + 1 more,,,
9186,St.marthas Hospital,4.5,29 Reviews,Muscat,,,
9187,Gala Precision Engineeri...,3.5,29 Reviews,Mumbai,,,
9188,T.K. Engineering Consort...,3.0,29 Reviews,Private,Vadodara + 3 more,1-50 employees,
9189,Hallmark,4.1,29 Reviews,Private,Kansas + 6 more,110 years old,10000+ employees
9190,Lloyd Healthcare,3.6,29 Reviews,Pune + 7 more,,,
9191,Perennial Technologies,3.9,29 Reviews,Private,Pune + 2 more,201-500 employees,
9192,New India Co-Op Bank,3.9,29 Reviews,Pune + 2 more,,,
9193,JAAC TECHNO SERVICES,4.0,29 Reviews,Kolkata + 4 more,,,
9194,Beam Global Spirits & Wi...,4.6,29 Reviews,Private,Deerfield + 11 more,23 years old,1001-5000 employees
9195,OnePlus,3.5,29 Reviews,Mumbai + 10 more,,,
9196,Aga Khan Foundation,3.9,29 Reviews,Private,Geneva + 12 more,10000+ employees,
9197,Netmeds Marketplace,3.8,29 Reviews,Private,Chennai,10 years old,
9198,Equinox Labs,3.5,29 Reviews,Mumbai + 5 more,,,
9199,Omega Engineering LLC,3.5,29 Reviews,Private,Norwalk + 4 more,58 years old,501-1000 employees
9200,IMS Proschool,4.1,29 Reviews,Mumbai + 6 more,,,
9201,Nac Jewellers,4.3,29 Reviews,Private,Chennai,12 years old,
9202,United Creation,3.2,29 Reviews,New Delhi,51-200 employees,,
9203,Air India Engineering Se...,3.6,29 Reviews,Chennai + 3 more,,,
9204,Intec Infra-Technologies,3.8,29 Reviews,Gurgaon,,,
9205,Anmol Feeds,3.6,29 Reviews,Lucknow + 4 more,,,
9206,Sunil Healthcare,3.7,29 Reviews,Public,New Delhi + 2 more,201-500 employees,
9207,Annora Pharma,4.0,29 Reviews,Private,Hyderabad,5 years old,
9208,Brij Gopal Construction ...,3.8,29 Reviews,Private,Delhi + 5 more,,
9209,Energy Solutions Interna...,3.6,29 Reviews,Private,Houston + 13 more,51-200 employees,
9210,Garuda Polyflex Foods,4.0,29 Reviews,Hyderabad + 5 more,,,
9211,Mb Power (m.p),4.3,29 Reviews,Private,Kolkata + 1 more,12 years old,
9212,Acadecraft,2.4,29 Reviews,Noida + 2 more,,,
9213,Hitachi Zosen Corporatio...,4.2,29 Reviews,Private,Gurgaon + 1 more,5001-10000 employees,
9214,Marwadi University,3.4,29 Reviews,Private,"RÄjkot,Gujarat + 3 more",5001-10000 employees,
9215,Aga Khan Education Servi...,4.3,29 Reviews,Private,Karachi + 6 more,1-50 employees,
9216,Lavazza,4.0,29 Reviews,Private,Turin + 9 more,1001-5000 employees,
9217,Migsun Group,3.3,29 Reviews,Delhi NCR + 4 more,,,
9218,Synergy Steels,3.3,29 Reviews,Alwar + 1 more,,,
9219,Bellona Hospitality Serv...,4.3,29 Reviews,Private,Mumbai + 1 more,201-500 employees,
9220,Canpac Trends,3.9,29 Reviews,Private,Ahmedabad + 2 more,16 years old,1-50 employees
9221,Rampex Labs,4.2,29 Reviews,Private,Visakhapatnam,16 years old,
9222,Chiyoda Corporation,4.4,29 Reviews,Private,Yokohama + 1 more,72 years old,5001-10000 employees
9223,Kentz Engineers & Constr...,4.5,29 Reviews,Thrissur + 2 more,,,
9224,Aujan Coca Cola Beverage...,4.2,29 Reviews,Private,Dubai + 3 more,1001-5000 employees,
9225,Roseate Hotels & Resorts,4.0,29 Reviews,Delhi NCR,,,
9226,Serco Middle East,4.4,29 Reviews,Abu Dhabi + 2 more,,,
9227,The Sports Gurukul,4.2,29 Reviews,Private,Mumbai + 6 more,1-50 employees,
9228,Poddar Diamond,3.5,29 Reviews,Mumbai,,,
9229,Narmada Polymers,3.9,29 Reviews,Gurgaon,,,
9230,African Industries,3.7,29 Reviews,Private,Lagos + 5 more,501-1000 employees,
9231,Core Diagnostics,3.9,29 Reviews,Private,Gurgaon + 4 more,1-50 employees,
9232,Hudson's bay Company,3.5,29 Reviews,Private,Toronto,350 years old,10000+ employees
9233,Aris Capital,3.6,29 Reviews,Private,Kolkata + 7 more,25 years old,
9234,Stanza Living,3.0,29 Reviews,Delhi + 9 more,3 years old,201-500 employees,
9235,Brunel Energy,4.6,29 Reviews,Abu Dhabi + 4 more,,,
9236,Abdullah A. Al-Barrak & ...,4.0,29 Reviews,Private,Dammam + 1 more,,
9237,Sreenidhi International ...,4.2,29 Reviews,Hyderabad,,,
9238,Wistron,4.1,29 Reviews,Chennai,,,
9239,Grand Hotel,4.0,29 Reviews,Private,Mumbai + 7 more,133 years old,501-1000 employees
9240,Hyper Panda,4.1,29 Reviews,Kochi + 4 more,,,
9241,Kamal Fincap,4.0,29 Reviews,Udaipur + 9 more,,,
9242,Reliance Strategic Manpo...,4.5,29 Reviews,Private,Mumbai + 12 more,,
9243,Shri Ram Murti Smarak In...,3.8,29 Reviews,Private,Bareilly + 1 more,201-500 employees,
9244,Elite Elevators,4.4,29 Reviews,Private,Chennai + 6 more,201-500 employees,
9245,Al Hokair Fashion Retail,3.8,29 Reviews,Mumbai + 3 more,,,
9246,HG Infra,4.0,29 Reviews,Jaipur + 4 more,,,
9247,Rajasthan Grameen Aajeev...,4.0,29 Reviews,Jaipur + 5 more,,,
9248,Western India Transport ...,3.3,29 Reviews,Private,Mumbai + 7 more,,
9249,Rebel Foods,3.5,29 Reviews,Mumbai + 4 more,9 years old,1001-5000 employees,
9250,Tranxit Technology Solut...,4.7,29 Reviews,Chennai,,,
9251,TEXILA AMERICAN UNIVERSI...,3.7,29 Reviews,Private,Georgetown + 3 more,10 years old,201-500 employees
9252,CEDP SKiLL INSTITUTE,2.2,29 Reviews,Navi Mumbai + 1 more,,,
9253,Saipem Contracting,4.6,29 Reviews,Mumbai + 1 more,,,
9254,Lansum Properties,4.3,29 Reviews,Visakhapatnam,,,
9255,Sintex Industries Limite...,4.3,29 Reviews,Pune + 6 more,,,
9256,Galacon Infrastructure a...,2.7,29 Reviews,Private,Hyderabad + 3 more,51-200 employees,
9257,Active Automobiles Tata ...,4.5,29 Reviews,Ahmedabad + 7 more,,,
9258,Zahran Operation & Maint...,4.0,29 Reviews,Private,Riyadh + 3 more,51-200 employees,
9259,TSMC,4.0,29 Reviews,Private,Hsinchu + 13 more,33 years old,10000+ employees
9260,Lead Consultancy & Engin...,3.4,29 Reviews,Kolkata + 9 more,,,
9261,Irrigation Department Ka...,4.6,29 Reviews,Kadiri + 13 more,,,
9262,Ispat Industries,4.0,28 Reviews,Kolkata + 3 more,,,
9263,iYogi,2.6,28 Reviews,Private,Gurgaon + 2 more,13 years old,
9264,Reliance Tech Services,3.5,28 Reviews,Private,Navi Mumbai + 4 more,1001-5000 employees,
9265,School of Scholars,4.5,28 Reviews,Wardha + 3 more,,,
9266,Payoda Technologies,3.8,28 Reviews,Private,Coimbatore + 1 more,15 years old,501-1000 employees
9267,EESoft Technologies,4.4,28 Reviews,Private,Hyderabad + 1 more,1-50 employees,
9268,Information Dynamics,3.5,28 Reviews,Private,Cairo + 1 more,201-500 employees,
9269,Teacher Training Institu...,4.0,28 Reviews,Mumbai + 15 more,,,
9270,Bnp Paribas Securities,4.1,28 Reviews,Mumbai + 1 more,,,
9271,Informatica Business Sol...,4.3,28 Reviews,Chennai,,,
9272,Redknee,3.8,28 Reviews,Private,Kolkata + 4 more,201-500 employees,
9273,Mobileum,3.5,28 Reviews,Private,Santa Clara + 1 more,20 years old,51-200 employees
9274,Automotive Axles,4.3,28 Reviews,Public,Pune + 1 more,,
9275,Amira Pure Foods,3.4,28 Reviews,Private,Dubai + 4 more,201-500 employees,
